"stable_id","file","line","end_line","scope","syntactic_contract_family","normative_anchor","work_item_anchor","classification","reason","evidence","source_sha256"
"R1-dadfb0b9ae5a6d8f836fab67","crates/kernel/eliot-host-state/src/scm_operation_store.rs","877","877","production-or-mixed","typed/ScmOperationStoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ScmOperationStoreError::Unavailable","6cdb5d7405b47a4fed9d21da4da65c66d48310d4f0a97dd602ff74c1bb783d58"
"R1-dc400cbf923e55c8433eaf18","crates/kernel/eliot-host-state/src/scm_operation_store.rs","890","890","production-or-mixed","typed/ScmOperationStoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ScmOperationStoreError::Unavailable","6cdb5d7405b47a4fed9d21da4da65c66d48310d4f0a97dd602ff74c1bb783d58"
"R1-0b1fd44ca27bb4f8dde50cae","crates/kernel/eliot-host-state/src/scm_operation_store.rs","956","956","production-or-mixed","typed/ScmOperationStoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ScmOperationStoreError::Unavailable","6cdb5d7405b47a4fed9d21da4da65c66d48310d4f0a97dd602ff74c1bb783d58"
"R1-65efb334620032108e10d9dd","crates/kernel/eliot-host-state/src/scm_operation_store.rs","958","958","production-or-mixed","typed/ScmOperationStoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ScmOperationStoreError::Unavailable","6cdb5d7405b47a4fed9d21da4da65c66d48310d4f0a97dd602ff74c1bb783d58"
"R1-0578f8bd189bdcdfa0f2cd5e","crates/kernel/eliot-host-state/src/scm_operation_store.rs","961","961","production-or-mixed","typed/ScmOperationStoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ScmOperationStoreError::Unavailable","6cdb5d7405b47a4fed9d21da4da65c66d48310d4f0a97dd602ff74c1bb783d58"
"R1-ace825fb990e0c12befabc65","crates/kernel/eliot-host-state/src/scm_operation_store.rs","964","964","production-or-mixed","typed/ScmOperationStoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ScmOperationStoreError::Unavailable","6cdb5d7405b47a4fed9d21da4da65c66d48310d4f0a97dd602ff74c1bb783d58"
"R1-f5a610959a61c0c858f3448c","crates/kernel/eliot-host-state/src/scm_operation_store.rs","968","968","production-or-mixed","typed/ScmOperationStoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ScmOperationStoreError::Unavailable","6cdb5d7405b47a4fed9d21da4da65c66d48310d4f0a97dd602ff74c1bb783d58"
"R1-74c185cf7e34d2b4ec688356","crates/kernel/eliot-host-state/src/scm_operation_store.rs","998","998","production-or-mixed","typed/ScmOperationStoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ScmOperationStoreError::Unavailable","6cdb5d7405b47a4fed9d21da4da65c66d48310d4f0a97dd602ff74c1bb783d58"
"R1-1fb383cb7c21938d3b87784a","crates/kernel/eliot-host-state/src/scm_operation_store.rs","1024","1024","production-or-mixed","typed/ScmOperationStoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ScmOperationStoreError::Unavailable","6cdb5d7405b47a4fed9d21da4da65c66d48310d4f0a97dd602ff74c1bb783d58"
"R1-88a21b847c1feb28ea658ed1","crates/kernel/eliot-host-state/src/scm_operation_store.rs","1095","1095","production-or-mixed","typed/ScmOperationStoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ScmOperationStoreError::Unavailable","6cdb5d7405b47a4fed9d21da4da65c66d48310d4f0a97dd602ff74c1bb783d58"
"R1-34f5adcc6e42a32c36579cbb","crates/kernel/eliot-host-state/src/scm_operation_store.rs","1100","1100","production-or-mixed","typed/ScmOperationStoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ScmOperationStoreError::Unavailable","6cdb5d7405b47a4fed9d21da4da65c66d48310d4f0a97dd602ff74c1bb783d58"
"R1-434503873a318818118a7222","crates/kernel/eliot-host-state/src/scm_operation_store.rs","1114","1114","production-or-mixed","typed/ScmOperationStoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ScmOperationStoreError::Unavailable","6cdb5d7405b47a4fed9d21da4da65c66d48310d4f0a97dd602ff74c1bb783d58"
"R1-5dcf6cd1a55636be2338649f","crates/kernel/eliot-host-state/src/scm_operation_store.rs","1215","1215","production-or-mixed","typed/ScmOperationStoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ScmOperationStoreError::Unavailable","6cdb5d7405b47a4fed9d21da4da65c66d48310d4f0a97dd602ff74c1bb783d58"
"R1-41c226b3b4073959fb059ec4","crates/kernel/eliot-host-state/src/scm_operation_store.rs","1218","1218","production-or-mixed","typed/ScmOperationStoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ScmOperationStoreError::Unavailable","6cdb5d7405b47a4fed9d21da4da65c66d48310d4f0a97dd602ff74c1bb783d58"
"R1-86046f99a1afb99cb9bbec63","crates/kernel/eliot-host-state/src/scm_operation_store.rs","1222","1222","production-or-mixed","typed/ScmOperationStoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ScmOperationStoreError::Unavailable","6cdb5d7405b47a4fed9d21da4da65c66d48310d4f0a97dd602ff74c1bb783d58"
"R1-db23a10d857845b80711f226","crates/kernel/eliot-host-state/src/scm_operation_store.rs","1266","1266","production-or-mixed","typed/ScmOperationStoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ScmOperationStoreError::Unavailable","6cdb5d7405b47a4fed9d21da4da65c66d48310d4f0a97dd602ff74c1bb783d58"
"R1-f8be7138fbe1b2f194027904","crates/kernel/eliot-host-state/src/scm_operation_store.rs","1271","1271","production-or-mixed","typed/ScmOperationStoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ScmOperationStoreError::Unavailable","6cdb5d7405b47a4fed9d21da4da65c66d48310d4f0a97dd602ff74c1bb783d58"
"R1-99dc387884859270b2846def","crates/kernel/eliot-host-state/src/scm_operation_store.rs","1285","1285","production-or-mixed","typed/ScmOperationStoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ScmOperationStoreError::Unavailable","6cdb5d7405b47a4fed9d21da4da65c66d48310d4f0a97dd602ff74c1bb783d58"
"R1-a6c4b7a0c8a5845323538cfe","crates/kernel/eliot-host-state/src/scm_operation_store.rs","1368","1368","production-or-mixed","typed/ScmOperationStoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ScmOperationStoreError::Unavailable","6cdb5d7405b47a4fed9d21da4da65c66d48310d4f0a97dd602ff74c1bb783d58"
"R1-2c5fe35d0de4cc983cd9684d","crates/kernel/eliot-host-state/src/scm_operation_store.rs","1371","1371","production-or-mixed","typed/ScmOperationStoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ScmOperationStoreError::Unavailable","6cdb5d7405b47a4fed9d21da4da65c66d48310d4f0a97dd602ff74c1bb783d58"
"R1-becdd7734d63effd3e595348","crates/kernel/eliot-host-state/src/scm_operation_store.rs","1375","1375","production-or-mixed","typed/ScmOperationStoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ScmOperationStoreError::Unavailable","6cdb5d7405b47a4fed9d21da4da65c66d48310d4f0a97dd602ff74c1bb783d58"
"R1-658ff39046f8cc951b431c61","crates/kernel/eliot-host-state/src/tests.rs","1091","1091","test-only","typed/FaultPoint::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","FaultPoint::PlanGap","8f931a7cccea02d1837fe68e48c35eca24cd3d2541f591e09fa34586a5d01841"
"R1-9a23ac0e1ae4afc2ab0034a6","crates/kernel/eliot-installation/src/lib.rs","8561","8561","production-or-mixed","typed/UnknownReason::Unsupported","UNKNOWN","UNKNOWN","Unknown","Unsupported constructor lacks platform/profile evidence; conservative Unknown","UnknownReason::Unsupported","58d8ca17bb47d251ad32b74072a1f84392c97009e80b6d6a7131323a010684b7"
"R1-a3893bef8ee08cb0e1608f5b","crates/kernel/eliot-installation/src/lib.rs","8571","8571","production-or-mixed","typed/UnknownReason::Unsupported","UNKNOWN","UNKNOWN","Unknown","Unsupported constructor lacks platform/profile evidence; conservative Unknown","UnknownReason::Unsupported","58d8ca17bb47d251ad32b74072a1f84392c97009e80b6d6a7131323a010684b7"
"R1-0fc97aa0c67a725630597839","crates/kernel/eliot-installation/src/lib.rs","8581","8581","production-or-mixed","typed/UnknownReason::Unsupported","UNKNOWN","UNKNOWN","Unknown","Unsupported constructor lacks platform/profile evidence; conservative Unknown","UnknownReason::Unsupported","58d8ca17bb47d251ad32b74072a1f84392c97009e80b6d6a7131323a010684b7"
"R1-eb8507df1a11824155f6bae4","crates/kernel/eliot-installation/src/lib.rs","8590","8590","production-or-mixed","typed/UnknownReason::Unsupported","UNKNOWN","UNKNOWN","Unknown","Unsupported constructor lacks platform/profile evidence; conservative Unknown","UnknownReason::Unsupported","58d8ca17bb47d251ad32b74072a1f84392c97009e80b6d6a7131323a010684b7"
"R1-747ff9cd9840069702da0a41","crates/kernel/eliot-installation/src/lib.rs","8604","8604","production-or-mixed","typed/UnknownReason::Unsupported","UNKNOWN","UNKNOWN","Unknown","Unsupported constructor lacks platform/profile evidence; conservative Unknown","UnknownReason::Unsupported","58d8ca17bb47d251ad32b74072a1f84392c97009e80b6d6a7131323a010684b7"
"R1-51825cff1c46ab5d79219c53","crates/kernel/eliot-installation/src/lib.rs","8621","8621","production-or-mixed","typed/UnknownReason::Unsupported","UNKNOWN","UNKNOWN","Unknown","Unsupported constructor lacks platform/profile evidence; conservative Unknown","UnknownReason::Unsupported","58d8ca17bb47d251ad32b74072a1f84392c97009e80b6d6a7131323a010684b7"
"R1-d67a69508cca36eba90ca883","crates/kernel/eliot-installation/src/lib.rs","8629","8629","production-or-mixed","typed/UnknownReason::Unsupported","UNKNOWN","UNKNOWN","Unknown","Unsupported constructor lacks platform/profile evidence; conservative Unknown","UnknownReason::Unsupported","58d8ca17bb47d251ad32b74072a1f84392c97009e80b6d6a7131323a010684b7"
"R1-7c6ff39b30d795fa52d55891","crates/kernel/eliot-installation/src/lib.rs","10028","10028","production-or-mixed","typed/ProviderErrorCode::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ProviderErrorCode::Unavailable","58d8ca17bb47d251ad32b74072a1f84392c97009e80b6d6a7131323a010684b7"
"R1-d499a59a012aff8c6797e500","crates/kernel/eliot-installation/src/lib.rs","10088","10088","production-or-mixed","typed/ProviderErrorCode::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ProviderErrorCode::Unavailable","58d8ca17bb47d251ad32b74072a1f84392c97009e80b6d6a7131323a010684b7"
"R1-91e831bf28800726ed18046f","crates/kernel/eliot-installation/src/lib.rs","11537","11537","production-or-mixed","typed/ProviderErrorCode::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ProviderErrorCode::Unavailable","58d8ca17bb47d251ad32b74072a1f84392c97009e80b6d6a7131323a010684b7"
"R1-97a91c82477e110ae1ecf3f2","crates/kernel/eliot-installation/src/lib.rs","11567","11567","production-or-mixed","typed/ProviderErrorCode::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ProviderErrorCode::Unavailable","58d8ca17bb47d251ad32b74072a1f84392c97009e80b6d6a7131323a010684b7"
"R1-a3a77ee971ac04ced07c0ea8","crates/kernel/eliot-installation/src/lib.rs","11581","11581","production-or-mixed","typed/ProviderErrorCode::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ProviderErrorCode::Unavailable","58d8ca17bb47d251ad32b74072a1f84392c97009e80b6d6a7131323a010684b7"
"R1-5e8e8cecd7eb535b48a3657b","crates/kernel/eliot-installation/src/lib.rs","11591","11591","production-or-mixed","typed/ProviderErrorCode::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ProviderErrorCode::Unavailable","58d8ca17bb47d251ad32b74072a1f84392c97009e80b6d6a7131323a010684b7"
"R1-b4ac49902f8ce001e11018e5","crates/kernel/eliot-installation/src/tests.rs","871","871","test-only","typed/PackageStagingError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","PackageStagingError::UnsupportedPlatform","fc150766b7fbdf54a50acdfd8773d91fb7fd9b0dad3c528d415fafea2447a9e1"
"R1-12ccfd12fbc68e1abb3dc9fb","crates/kernel/eliot-installation/src/tests.rs","872","872","test-only","typed/ProviderErrorCode::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ProviderErrorCode::Unavailable","fc150766b7fbdf54a50acdfd8773d91fb7fd9b0dad3c528d415fafea2447a9e1"
"R1-fad5e5f71bcf31481414e946","crates/kernel/eliot-ipc/src/lib.rs","335","338","production-or-mixed","typed/TransportError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","TransportError::PlanGap { dependency: ""eliot-platform-windows"", reason: ""handle-bound SID/ACL/impersonation/session proof is not composed"", }","e92bc80148e7d4f1a2cf31a1e4cf18e6444d75bea5945f3967cd7fc680180d02"
"R1-960be169fe0c34190e440fd2","crates/kernel/eliot-ipc/src/lib.rs","1863","1865","production-or-mixed","typed/PeerIdentity::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","PeerIdentity::Unavailable { reason: PeerIdentityUnavailable::ProviderProofNotComposed, }","e92bc80148e7d4f1a2cf31a1e4cf18e6444d75bea5945f3967cd7fc680180d02"
"R1-f5d74a5c37a8e9b57b8c89a2","crates/kernel/eliot-ipc/src/lib.rs","1887","1889","production-or-mixed","typed/PeerIdentity::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","PeerIdentity::Unavailable { reason: PeerIdentityUnavailable::ProviderProofNotComposed, }","e92bc80148e7d4f1a2cf31a1e4cf18e6444d75bea5945f3967cd7fc680180d02"
"R1-0bd2dee316b473e73dd5e510","crates/kernel/eliot-ipc/src/lib.rs","2276","2278","production-or-mixed","typed/PeerIdentity::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","PeerIdentity::Unavailable { reason: PeerIdentityUnavailable::ProviderProofNotComposed, }","e92bc80148e7d4f1a2cf31a1e4cf18e6444d75bea5945f3967cd7fc680180d02"
"R1-a1cae761b31806cb278028e1","crates/kernel/eliot-ipc/src/lib.rs","2588","2590","test-only","typed/PeerIdentity::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","PeerIdentity::Unavailable { reason: PeerIdentityUnavailable::ProviderProofNotComposed, }","e92bc80148e7d4f1a2cf31a1e4cf18e6444d75bea5945f3967cd7fc680180d02"
"R1-2dfef1315fa9c86bbbc05057","crates/kernel/eliot-ipc/src/lib.rs","2846","2848","test-only","typed/PeerIdentity::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","PeerIdentity::Unavailable { reason: PeerIdentityUnavailable::ProviderProofNotComposed, }","e92bc80148e7d4f1a2cf31a1e4cf18e6444d75bea5945f3967cd7fc680180d02"
"R1-ab23454fb9c2f153a54acc61","crates/kernel/eliot-kernel-service/src/store_client.rs","283","283","production-or-mixed","typed/StoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","StoreError::Unavailable","da6b4de68c7b1cb4919910c9a9a5df781c4b7ef37a273803a2f4458c251ea7f1"
"R1-cdbf8c5692b5e3d4a93b0f78","crates/kernel/eliot-kernel-service/src/store_client.rs","417","417","production-or-mixed","typed/StoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","StoreError::Unavailable","da6b4de68c7b1cb4919910c9a9a5df781c4b7ef37a273803a2f4458c251ea7f1"
"R1-86feefbeac267a9b5241f7e0","crates/kernel/eliot-kernel-service/src/store_client.rs","590","590","production-or-mixed","typed/StoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","StoreError::Unavailable","da6b4de68c7b1cb4919910c9a9a5df781c4b7ef37a273803a2f4458c251ea7f1"
"R1-fdf39704ea3bdba1f8fc9530","crates/kernel/eliot-kernel-service/src/store_client.rs","1380","1380","test-only","typed/SnapshotFault::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","SnapshotFault::Unavailable","da6b4de68c7b1cb4919910c9a9a5df781c4b7ef37a273803a2f4458c251ea7f1"
"R1-dc950b6ea6a07a4c4ca26a82","crates/kernel/eliot-platform-windows/src/installer_authority_key.rs","354","354","production-or-mixed","typed/InstallationAuthorityKeyError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","InstallationAuthorityKeyError::UnsupportedPlatform","ceb455677e52da4a5528dbb150543d79d4d80f5c8736dc0cff9dee68f31afb46"
"R1-11934940545c6fca26f33bd0","crates/kernel/eliot-platform-windows/src/installer_authority_key.rs","422","422","production-or-mixed","typed/InstallationAuthorityKeyError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","InstallationAuthorityKeyError::UnsupportedPlatform","ceb455677e52da4a5528dbb150543d79d4d80f5c8736dc0cff9dee68f31afb46"
"R1-ced3cb830c34fac480160080","crates/kernel/eliot-platform-windows/src/installer_authority_key.rs","460","460","production-or-mixed","typed/InstallationAuthorityKeyError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","InstallationAuthorityKeyError::UnsupportedPlatform","ceb455677e52da4a5528dbb150543d79d4d80f5c8736dc0cff9dee68f31afb46"
"R1-58cfc3dcab9a6a4f1d6b8f78","crates/kernel/eliot-platform-windows/src/installer_authority_key.rs","557","557","production-or-mixed","typed/InstallationAuthorityKeyError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","InstallationAuthorityKeyError::UnsupportedPlatform","ceb455677e52da4a5528dbb150543d79d4d80f5c8736dc0cff9dee68f31afb46"
"R1-414851dfa436af78876e3f63","crates/kernel/eliot-platform-windows/src/installer_authority_key.rs","595","595","production-or-mixed","typed/InstallationAuthorityKeyError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","InstallationAuthorityKeyError::UnsupportedPlatform","ceb455677e52da4a5528dbb150543d79d4d80f5c8736dc0cff9dee68f31afb46"
"R1-567fcaa3e9d65e4639e92832","crates/kernel/eliot-platform-windows/src/installer_authority_key.rs","611","611","production-or-mixed","typed/InstallationAuthorityKeyError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","InstallationAuthorityKeyError::UnsupportedPlatform","ceb455677e52da4a5528dbb150543d79d4d80f5c8736dc0cff9dee68f31afb46"
"R1-30787c0c34d7eb1c953cddaf","crates/kernel/eliot-platform-windows/src/installer_root.rs","1001","1001","production-or-mixed","typed/InstallerRootError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","InstallerRootError::UnsupportedPlatform","67e17a91fb3a540371215e849954bc76faa6a07009aa9553f8eb01f5a658a029"
"R1-57abd30961caf4c8fe4310ef","crates/kernel/eliot-platform-windows/src/installer_root.rs","1109","1109","production-or-mixed","typed/InstallerRootError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","InstallerRootError::UnsupportedPlatform","67e17a91fb3a540371215e849954bc76faa6a07009aa9553f8eb01f5a658a029"
"R1-901e82b65238fa93860e0714","crates/kernel/eliot-platform-windows/src/installer_root.rs","1638","1638","production-or-mixed","typed/InstallerRootError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","InstallerRootError::UnsupportedPlatform","67e17a91fb3a540371215e849954bc76faa6a07009aa9553f8eb01f5a658a029"
"R1-3dd7facbe6ce3b369f340f49","crates/kernel/eliot-platform-windows/src/installer_root.rs","1694","1694","production-or-mixed","typed/InstallerRootError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","InstallerRootError::UnsupportedPlatform","67e17a91fb3a540371215e849954bc76faa6a07009aa9553f8eb01f5a658a029"
"R1-74454d8dd8b83195ae18a347","crates/kernel/eliot-platform-windows/src/installer_root.rs","1769","1769","production-or-mixed","typed/InstallerRootError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","InstallerRootError::UnsupportedPlatform","67e17a91fb3a540371215e849954bc76faa6a07009aa9553f8eb01f5a658a029"
"R1-ecf2752f784623ea4aa3263a","crates/kernel/eliot-platform-windows/src/installer_root.rs","1830","1830","production-or-mixed","typed/InstallerRootError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","InstallerRootError::UnsupportedPlatform","67e17a91fb3a540371215e849954bc76faa6a07009aa9553f8eb01f5a658a029"
"R1-f7e661241d6be9cc994e0858","crates/kernel/eliot-platform-windows/src/installer_root.rs","1838","1838","production-or-mixed","typed/InstallerRootError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","InstallerRootError::UnsupportedPlatform","67e17a91fb3a540371215e849954bc76faa6a07009aa9553f8eb01f5a658a029"
"R1-e43673c19973a64fa3f11748","crates/kernel/eliot-platform-windows/src/installer_root.rs","2073","2073","production-or-mixed","typed/InstallerRootError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","InstallerRootError::UnsupportedPlatform","67e17a91fb3a540371215e849954bc76faa6a07009aa9553f8eb01f5a658a029"
"R1-a4ecbaf6a7f2f78755e7599e","crates/kernel/eliot-platform-windows/src/installer_root.rs","2096","2096","production-or-mixed","typed/InstallerRootError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","InstallerRootError::UnsupportedPlatform","67e17a91fb3a540371215e849954bc76faa6a07009aa9553f8eb01f5a658a029"
"R1-b00622bc5734f3b1a4bb6ad0","crates/kernel/eliot-platform-windows/src/installer_root.rs","2104","2104","production-or-mixed","typed/InstallerRootError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","InstallerRootError::UnsupportedPlatform","67e17a91fb3a540371215e849954bc76faa6a07009aa9553f8eb01f5a658a029"
"R1-16156423f79141fd6d214222","crates/kernel/eliot-platform-windows/src/installer_root.rs","2173","2173","production-or-mixed","typed/InstallerRootError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","InstallerRootError::UnsupportedPlatform","67e17a91fb3a540371215e849954bc76faa6a07009aa9553f8eb01f5a658a029"
"R1-4698b6aa97be2820a6477030","crates/kernel/eliot-platform-windows/src/installer_root.rs","2181","2181","production-or-mixed","typed/InstallerRootError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","InstallerRootError::UnsupportedPlatform","67e17a91fb3a540371215e849954bc76faa6a07009aa9553f8eb01f5a658a029"
"R1-6a14ee9fc0b1465bd21def15","crates/kernel/eliot-platform-windows/src/installer_root.rs","2239","2239","production-or-mixed","typed/InstallerRootError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","InstallerRootError::UnsupportedPlatform","67e17a91fb3a540371215e849954bc76faa6a07009aa9553f8eb01f5a658a029"
"R1-488833f85e4f5e7f2781d5cb","crates/kernel/eliot-platform-windows/src/installer_root.rs","2426","2426","production-or-mixed","typed/InstallerRootError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","InstallerRootError::UnsupportedPlatform","67e17a91fb3a540371215e849954bc76faa6a07009aa9553f8eb01f5a658a029"
"R1-e865a017230c47e2dd952ca6","crates/kernel/eliot-platform-windows/src/installer_root.rs","2464","2464","production-or-mixed","typed/InstallerRootError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","InstallerRootError::UnsupportedPlatform","67e17a91fb3a540371215e849954bc76faa6a07009aa9553f8eb01f5a658a029"
"R1-e4e630a5163c8fee84df6816","crates/kernel/eliot-platform-windows/src/lib.rs","511","511","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-c2e9be9d1001977b984a2745","crates/kernel/eliot-platform-windows/src/lib.rs","632","632","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-7136e08083f867107eb14b5c","crates/kernel/eliot-platform-windows/src/lib.rs","719","719","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-2f0a4fcbcd3baa51337edfd2","crates/kernel/eliot-platform-windows/src/lib.rs","872","872","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
